group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9843669533729553,-0.9757741689682007|-0.99295973777771,Canonical,,(play_game charlie soccer),0.96461421251297,0.96461421251297,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,boy plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9215639034907023,-0.9889146089553833|-0.9841775298118591|-0.7915995717048645,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8092987537384033,0.9775605201721191|0.744400143623352|0.8092987537384033,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|football|badly,
Word,word_group,train,boy plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7038614551226298,-0.33951759338378906|-0.929444432258606|-0.8426223397254944,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6606935262680054,0.8729037642478943|0.6891574859619141|0.6606935262680054,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|football|well,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.983051210641861,-0.9741443991661072|-0.9919580221176147,Canonical,,(play_game charlie soccer),0.9664649367332458,0.9664649367332458,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,charlie plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9209509293238322,-0.9882720112800598|-0.9831490516662598|-0.791431725025177,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8087371587753296,0.9768755435943604|0.7440226674079895|0.8087371587753296,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|soccer|badly,
Word,word_group,train,charlie plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.6970079839229584,-0.32321903109550476|-0.9248270988464355|-0.8429778218269348,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.659227192401886,0.870294988155365|0.6895291805267334|0.659227192401886,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|soccer|well,
Word,word_group,train,football is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9234563310941061,-0.9898361563682556|-0.9850767850875854|-0.795456051826477,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.813812792301178,0.9791028499603271|0.7500970959663391|0.813812792301178,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|boy,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9746367335319519,-0.9577879309654236|-0.9914855360984802,Canonical,,(play_game charlie soccer),0.9582563638687134,0.9582563638687134,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,football is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7350039978822073,-0.41032788157463074|-0.9427281022071838|-0.8519560098648071,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6742138266563416,0.8876493573188782|0.6976569294929504|0.6742138266563416,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|boy,
Word,word_group,train,soccer is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9227149883906046,-0.9890602827072144|-0.9840239882469177|-0.7950606942176819,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8131343126296997,0.9783778786659241|0.7495787739753723|0.8131343126296997,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|charlie,
Word,word_group,train,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9726460576057434,-0.9551956057548523|-0.9900965094566345,Canonical,,(play_game charlie soccer),0.9604316353797913,0.9604316353797913,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Word,word_group,train,soccer is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.726957748333613,-0.3890722692012787|-0.9383046627044678|-0.8534963130950928,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6743326187133789,0.8865281343460083|0.699897825717926|0.6743326187133789,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|charlie,
Word,word_group,test,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9825334250926971,-0.9731959700584412|-0.9918708801269531,Canonical,,(play_game charlie soccer),0.96588134765625,0.96588134765625,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,test,boy plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9209379553794861,-0.988237738609314|-0.9831163883209229|-0.7914597392082214,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8087241649627686,0.9769034385681152|0.7440325021743774|0.8087241649627686,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|soccer|badly,
Word,word_group,test,boy plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.6936666270097097,-0.3122330605983734|-0.9245365858078003|-0.8442302346229553,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6608521938323975,0.8717899918556213|0.6919021606445312|0.6608521938323975,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|soccer|well,
Word,word_group,test,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9847755134105682,-0.9765342473983765|-0.99301677942276,Canonical,,(play_game charlie soccer),0.9652032256126404,0.9652032256126404,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,test,charlie plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.921588679154714,-0.988943874835968|-0.9842002987861633|-0.7916218638420105,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8093274235725403,0.977538526058197|0.7444176077842712|0.8093274235725403,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|football|badly,
