group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9934386610984802,-0.9910392761230469|-0.9958380460739136,Canonical,,(play_game charlie soccer),0.9375578165054321,0.9375578165054321,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9935869574546814,-0.9911821484565735|-0.9959917664527893,Canonical,,(play_game charlie soccer),0.9389153718948364,0.9389153718948364,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9963231980800629,-0.9969490766525269|-0.9956973195075989,Canonical,,(play_game charlie soccer),0.9582244157791138,0.9582244157791138,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9963109791278839,-0.9969372153282166|-0.9956847429275513,Canonical,,(play_game charlie soccer),0.9583488702774048,0.9583488702774048,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,test,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9935919046401978,-0.9911912679672241|-0.9959925413131714,Canonical,,(play_game charlie soccer),0.9388827681541443,0.9388827681541443,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,test,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9934338927268982,-0.991030216217041|-0.9958375692367554,Canonical,,(play_game charlie soccer),0.9375939965248108,0.9375939965248108,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,test,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9963266253471375,-0.9969363808631897|-0.9957168698310852,Canonical,,(play_game charlie soccer),0.9584026336669922,0.9584026336669922,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,test,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9963074326515198,-0.9969497323036194|-0.9956651329994202,Canonical,,(play_game charlie soccer),0.9581710696220398,0.9581710696220398,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Sentence,sentence_group,train,boy beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9314248561859131,-0.9353219866752625|-0.9541239142417908|-0.904828667640686,Canonical,-0.02792280912399292,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.8219674825668335,0.9011313915252686|0.7986491918563843|0.8219674825668335,,0.7986491918563843,0,3,3,,,,True,1.0,-0.9568905035654703,boy|beats|sophia,0.9011313915252686
Sentence,sentence_group,train,boy loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9251444737116495,-0.9398833513259888|-0.8895106315612793|-0.9460394382476807,Canonical,-0.020728379487991333,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.8636229038238525,0.9140228033065796|0.8546797633171082|0.8636229038238525,,0.8546797633171082,0,3,3,,,,True,1.0,-0.9643286069234213,boy|loses|to|sophia,0.9140228033065796
Sentence,sentence_group,train,charlie beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9314302603403727,-0.935333788394928|-0.9541281461715698|-0.9048288464546204,Canonical,-0.027928262948989868,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.8218911290168762,0.9011151194572449|0.7985236644744873|0.8218911290168762,,0.7985236644744873,0,3,3,,,,True,1.0,-0.9568905035654703,charlie|beats|sophia,0.9011151194572449
Sentence,sentence_group,train,charlie loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9251738985379537,-0.9399290680885315|-0.8894895315170288|-0.9461030960083008,Canonical,-0.020728975534439087,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.8636459112167358,0.9140774011611938|0.854672372341156|0.8636459112167358,,0.854672372341156,0,3,3,,,,True,1.0,-0.9643286069234213,charlie|loses|to|sophia,0.9140774011611938
Sentence,sentence_group,train,heidi beats boy,(win charlie)|(win sophia)|(lose heidi),-0.9728693962097168,-0.9527630805969238|-0.982239305973053|-0.9836058020591736,Canonical,-0.029517173767089844,(win heidi)|(lose charlie)|(and (win heidi) (lose charlie)),0.9071033596992493,0.9564560651779175|0.9167850017547607|0.9071033596992493,,0.9167850017547607,0,3,3,,,,True,1.0,-0.9862007300059,heidi|beats|boy,0.9564560651779175
