group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9923104643821716,-0.9928954243659973|-0.991725504398346,Canonical,,(play_game charlie soccer),0.9215076565742493,0.9215076565742493,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,boy plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9210080107053121,-0.9923830032348633|-0.9788756966590881|-0.7917653322219849,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8003326654434204,0.9664356708526611|0.7341973185539246|0.8003326654434204,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|soccer|badly,
Word,word_group,train,boy plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8780201276143392,-0.8475130200386047|-0.9358285069465637|-0.8507188558578491,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5954899787902832,0.7889907360076904|0.5963397026062012|0.5954899787902832,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|soccer|well,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9930522739887238,-0.9938258528709412|-0.9922786951065063,Canonical,,(play_game charlie soccer),0.9192796349525452,0.9192796349525452,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,charlie plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9222737948099772,-0.9936411380767822|-0.9801920056343079|-0.7929882407188416,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8023688197135925,0.9707828164100647|0.736354410648346|0.8023688197135925,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|football|badly,
Word,word_group,train,charlie plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8838740587234497,-0.8589920401573181|-0.9375343322753906|-0.8550958037376404,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6005595922470093,0.7939013242721558|0.6012879610061646|0.6005595922470093,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|football|well,
Word,word_group,train,football is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9282907644907633,-0.9945907592773438|-0.9827890992164612|-0.8074924349784851,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8103890419006348,0.9735477566719055|0.7462889552116394|0.8103890419006348,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|charlie,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9947797060012817,-0.9959008693695068|-0.9936585426330566,Canonical,,(play_game charlie soccer),0.9475976824760437,0.9475976824760437,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,football is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.9033346176147461,-0.9085174202919006|-0.9660722613334656|-0.8354141712188721,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6668040752410889,0.8933820724487305|0.6631534099578857|0.6668040752410889,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|charlie,
Word,word_group,train,soccer is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.923782487710317,-0.9887540936470032|-0.9634585976600647|-0.8191347718238831,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8038341403007507,0.9629255533218384|0.7457274794578552|0.8038341403007507,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|boy,
Word,word_group,train,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9945118725299835,-0.9955021739006042|-0.9935215711593628,Canonical,,(play_game charlie soccer),0.9454621076583862,0.9454621076583862,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,train,soccer is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8923360109329224,-0.8886585235595703|-0.9687674045562744|-0.8195821046829224,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6434357166290283,0.8711372017860413|0.6373047232627869|0.6434357166290283,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|boy,
Word,word_group,test,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9932252764701843,-0.9939342141151428|-0.9925163388252258,Canonical,,(play_game charlie soccer),0.9158838987350464,0.9158838987350464,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,test,boy plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9226437409718832,-0.9934378862380981|-0.9810539484024048|-0.7934393882751465,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8022246956825256,0.9695537686347961|0.7358644604682922|0.8022246956825256,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|football|badly,
