group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9979216456413269,-0.9970751404762268|-0.998768150806427,Canonical,,(play_game charlie soccer),0.9588292837142944,0.9588292837142944,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,boy plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9325096607208252,-0.9993875622749329|-0.999223530292511|-0.7989178895950317,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8221935629844666,0.9898543953895569|0.7561478614807129|0.8221935629844666,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|football|badly,
Word,word_group,train,boy plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8682660261789957,-0.9963499903678894|-0.9964068531990051|-0.6120412349700928,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5997594594955444,0.9401581287384033|0.5785704851150513|0.5997594594955444,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|football|well,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.997941642999649,-0.9971233010292053|-0.9987599849700928,Canonical,,(play_game charlie soccer),0.9582983255386353,0.9582983255386353,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,charlie plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9325697422027588,-0.9993926286697388|-0.9992156624794006|-0.799100935459137,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8221497535705566,0.9898675084114075|0.7560896277427673|0.8221497535705566,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|soccer|badly,
Word,word_group,train,charlie plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8675469160079956,-0.9964021444320679|-0.9964130520820618|-0.6098255515098572,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5986090302467346,0.939746618270874|0.57730633020401|0.5986090302467346,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|soccer|well,
Word,word_group,train,football is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9354595939318339,-0.9992071390151978|-0.9988531470298767|-0.8083184957504272,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8222575783729553,0.9889734387397766|0.7563782334327698|0.8222575783729553,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|boy,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9981379508972168,-0.9971157312393188|-0.9991601705551147,Canonical,,(play_game charlie soccer),0.9595036506652832,0.9595036506652832,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,football is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8939040700594584,-0.9969869256019592|-0.994098424911499|-0.690626859664917,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6150287389755249,0.9229795336723328|0.5956652164459229|0.6150287389755249,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|boy,
Word,word_group,train,soccer is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9352824290593466,-0.9992107152938843|-0.9988540410995483|-0.8077825307846069,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8218815326690674,0.9889711141586304|0.7558521628379822|0.8218815326690674,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|charlie,
Word,word_group,train,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9981298744678497,-0.9971031546592712|-0.9991565942764282,Canonical,,(play_game charlie soccer),0.958912193775177,0.958912193775177,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Word,word_group,train,soccer is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8941159645716349,-0.9969971179962158|-0.9941083192825317|-0.6912424564361572,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6149258017539978,0.9226148128509521|0.5955506563186646|0.6149258017539978,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|charlie,
Word,word_group,test,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9979447722434998,-0.9971277713775635|-0.998761773109436,Canonical,,(play_game charlie soccer),0.958456814289093,0.958456814289093,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,test,boy plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9327142834663391,-0.9993946552276611|-0.9992169141769409|-0.7995312809944153,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8222446441650391,0.989872932434082|0.7562198042869568|0.8222446441650391,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|soccer|badly,
Word,word_group,test,boy plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8678784767786661,-0.9963994026184082|-0.9964274764060974|-0.6108085513114929,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5991604924201965,0.9399937391281128|0.5779082179069519|0.5991604924201965,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|soccer|well,
Word,word_group,test,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9979183971881866,-0.9970704913139343|-0.998766303062439,Canonical,,(play_game charlie soccer),0.9586746096611023,0.9586746096611023,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,test,charlie plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9323634505271912,-0.9993855357170105|-0.9992222189903259|-0.7984825968742371,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8220986127853394,0.9898490309715271|0.756017804145813|0.8220986127853394,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|football|badly,
Word,word_group,test,charlie plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8679379820823669,-0.9963527321815491|-0.9963922500610352|-0.6110689640045166,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5992135405540466,0.9399122595787048|0.577974796295166|0.5992135405540466,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|football|well,
Word,word_group,test,football is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9352326989173889,-0.9992078542709351|-0.9988527297973633|-0.8076375126838684,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8218536972999573,0.9889551401138306|0.7558168768882751|0.8218536972999573,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|charlie,
Word,word_group,test,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9981216490268707,-0.9970874190330505|-0.9991558790206909,Canonical,,(play_game charlie soccer),0.9587783217430115,0.9587783217430115,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,test,football is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.894140382607778,-0.9969886541366577|-0.9940950870513916|-0.6913374066352844,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.61492520570755,0.9225549697875977|0.5955525636672974|0.61492520570755,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|charlie,
Word,word_group,test,soccer is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9355089664459229,-0.999210000038147|-0.9988544583320618|-0.8084624409675598,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8222853541374207,0.9889893531799316|0.7564135193824768|0.8222853541374207,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|boy,
Word,word_group,test,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9981460571289062,-0.99713134765625|-0.9991607666015625,Canonical,,(play_game charlie soccer),0.959635853767395,0.959635853767395,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,test,soccer is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8938794334729513,-0.9969953298568726|-0.9941117763519287|-0.6905311942100525,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.615029513835907,0.9230399131774902|0.5956636071205139|0.615029513835907,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|boy,
