group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.991459459066391,-0.9859799742698669|-0.996938943862915,Canonical,,(play_game charlie soccer),0.9642132520675659,0.9642132520675659,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,boy plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9293248653411865,-0.9907206892967224|-0.994273841381073|-0.8029800653457642,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8158664703369141,0.9848952293395996|0.7493969202041626|0.8158664703369141,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|football|badly,
Word,word_group,train,boy plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8716028928756714,-0.7588971257209778|-0.9873194694519043|-0.8685920834541321,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.7025098204612732,0.9227803945541382|0.7024582028388977|0.7025098204612732,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|football|well,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.99166139960289,-0.9862285256385803|-0.9970942735671997,Canonical,,(play_game charlie soccer),0.9636341333389282,0.9636341333389282,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,charlie plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9273296991984049,-0.9887224435806274|-0.9933748841285706|-0.7998917698860168,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8133206963539124,0.981825053691864|0.7463459372520447|0.8133206963539124,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|soccer|badly,
Word,word_group,train,charlie plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.868070662021637,-0.7424508929252625|-0.9868849515914917|-0.8748761415481567,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.7058447003364563,0.9235997796058655|0.7068985104560852|0.7058447003364563,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|soccer|well,
Word,word_group,train,football is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9296830296516418,-0.9894385933876038|-0.992852509021759|-0.8067579865455627,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8158870935440063,0.9842790961265564|0.7499405741691589|0.8158870935440063,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|boy,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9882689714431763,-0.9792497158050537|-0.9972882270812988,Canonical,,(play_game charlie soccer),0.9599980115890503,0.9599980115890503,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,football is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8169164061546326,-0.5969637632369995|-0.9822924137115479|-0.8714930415153503,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6973591446876526,0.9134382605552673|0.7041828036308289|0.6973591446876526,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|boy,
Word,word_group,train,soccer is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9303492108980814,-0.9898958206176758|-0.993091344833374|-0.8080604672431946,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8166916966438293,0.9842579364776611|0.7508947849273682|0.8166916966438293,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|charlie,
Word,word_group,train,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9883217811584473,-0.9795018434524536|-0.9971417188644409,Canonical,,(play_game charlie soccer),0.9597992300987244,0.9597992300987244,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Word,word_group,train,soccer is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8234725991884867,-0.6094691157341003|-0.9828915596008301|-0.8780571222305298,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.7028172016143799,0.9172394275665283|0.7096015810966492|0.7028172016143799,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|charlie,
Word,word_group,test,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9915548861026764,-0.9861528873443604|-0.9969568848609924,Canonical,,(play_game charlie soccer),0.9643228650093079,0.9643228650093079,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,test,boy plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9301809271176656,-0.9906880259513855|-0.9940939545631409|-0.8057608008384705,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8165865540504456,0.984881579875946|0.7504733204841614|0.8165865540504456,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|soccer|badly,
Word,word_group,test,boy plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8680656552314758,-0.7452499866485596|-0.9868276119232178|-0.8721193671226501,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.7037972807884216,0.9224376082420349|0.7045407295227051|0.7037972807884216,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|soccer|well,
Word,word_group,test,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9916390180587769,-0.986130952835083|-0.9971470832824707,Canonical,,(play_game charlie soccer),0.9634819030761719,0.9634819030761719,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,test,charlie plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9264012376467387,-0.9887193441390991|-0.9935747385025024|-0.7969096302986145,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8126267790794373,0.9817959070205688|0.745293140411377|0.8126267790794373,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|football|badly,
