group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9763338267803192,-0.958286702632904|-0.9943809509277344,Canonical,,(play_game charlie soccer),0.9518924951553345,0.9518924951553345,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,boy plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9135149121284485,-0.999026894569397|-0.9942368865013123|-0.7472809553146362,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8155437707901001,0.9901756644248962|0.7489407062530518|0.8155437707901001,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|soccer|badly,
Word,word_group,train,boy plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7545665303866068,-0.6513724327087402|-0.9734423756599426|-0.6388847827911377,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6280350685119629,0.9505688548088074|0.6270829439163208|0.6280350685119629,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|soccer|well,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9771197438240051,-0.9599813222885132|-0.9942581653594971,Canonical,,(play_game charlie soccer),0.951970636844635,0.951970636844635,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,charlie plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9132545193036398,-0.9990316033363342|-0.9940759539604187|-0.7466560006141663,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8150184750556946,0.9900864362716675|0.748289942741394|0.8150184750556946,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|football|badly,
Word,word_group,train,charlie plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7546448508898417,-0.656597912311554|-0.9738808274269104|-0.6334558129310608,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6264282464981079,0.9509713649749756|0.6249344348907471|0.6264282464981079,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|football|well,
Word,word_group,train,football is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9138723413149515,-0.9997252225875854|-0.999427080154419|-0.7424647212028503,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8147571682929993,0.9907824993133545|0.7456346750259399|0.8147571682929993,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|charlie,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.993742436170578,-0.9887115359306335|-0.9987733364105225,Canonical,,(play_game charlie soccer),0.9439030885696411,0.9439030885696411,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,football is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8217225670814514,-0.7484853863716125|-0.973594069480896|-0.7430882453918457,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6673092246055603,0.9437962770462036|0.6647541522979736|0.6673092246055603,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|charlie,
Word,word_group,train,soccer is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9140776594479879,-0.9997289180755615|-0.9994277954101562|-0.7430762648582458,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8150895833969116,0.9909014105796814|0.7460638880729675|0.8150895833969116,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|boy,
Word,word_group,train,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9938361346721649,-0.9888766407966614|-0.9987956285476685,Canonical,,(play_game charlie soccer),0.9439793229103088,0.9439793229103088,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,train,soccer is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8201316992441813,-0.7426432371139526|-0.9731776118278503|-0.744574248790741,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6675467491149902,0.9433807730674744|0.6652935147285461|0.6675467491149902,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|boy,
