group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9888697266578674,-0.9890710115432739|-0.9886684417724609,Canonical,,(play_game charlie soccer),0.9442386627197266,0.9442386627197266,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.988917887210846,-0.9890744686126709|-0.988761305809021,Canonical,,(play_game charlie soccer),0.9438987374305725,0.9438987374305725,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9833711683750153,-0.9822160005569458|-0.9845263361930847,Canonical,,(play_game charlie soccer),0.9578903913497925,0.9578903913497925,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9823125600814819,-0.9806652069091797|-0.9839599132537842,Canonical,,(play_game charlie soccer),0.9571706056594849,0.9571706056594849,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Word,word_group,test,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9884189665317535,-0.9885680675506592|-0.9882698655128479,Canonical,,(play_game charlie soccer),0.9411706328392029,0.9411706328392029,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,test,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9893971085548401,-0.9896114468574524|-0.9891827702522278,Canonical,,(play_game charlie soccer),0.9470297694206238,0.9470297694206238,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,test,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9827459752559662,-0.9813061952590942|-0.9841857552528381,Canonical,,(play_game charlie soccer),0.9586927890777588,0.9586927890777588,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,test,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9828240871429443,-0.9814614057540894|-0.9841867685317993,Canonical,,(play_game charlie soccer),0.9563666582107544,0.9563666582107544,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Sentence,sentence_group,train,boy beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.9308339357376099,-0.8956947326660156|-0.9842832088470459|-0.9125238656997681,Canonical,-0.03915569186210632,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.7235546708106995,0.8827890753746033|0.6426316499710083|0.7235546708106995,,0.6426316499710083,0,3,3,,,,True,1.0,-0.9786379535992941,boy|beats|heidi,0.8827890753746033
Sentence,sentence_group,train,boy loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9811121622721354,-0.9883460998535156|-0.9634336829185486|-0.991556704044342,Canonical,-0.03476816415786743,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.895552933216095,0.9620701670646667|0.8985720276832581|0.895552933216095,,0.8985720276832581,0,3,3,,,,True,1.0,-0.9862007300059,boy|loses|to|heidi,0.9620701670646667
Sentence,sentence_group,train,charlie beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.9302368958791097,-0.8943363428115845|-0.9844284653663635|-0.9119458794593811,Canonical,-0.03906041383743286,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.7229106426239014,0.8826028108596802|0.6413393020629883|0.7229106426239014,,0.6413393020629883,0,3,3,,,,True,1.0,-0.9786379535992941,charlie|beats|heidi,0.8826028108596802
Sentence,sentence_group,train,charlie loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9810129602750143,-0.9884399175643921|-0.9626650810241699|-0.9919338822364807,Canonical,-0.03480595350265503,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.8954173922538757,0.9622899889945984|0.8981567025184631|0.8954173922538757,,0.8981567025184631,0,3,3,,,,True,1.0,-0.9862007300059,charlie|loses|to|heidi,0.9622899889945984
Sentence,sentence_group,train,heidi beats sophia,(win charlie)|(win sophia)|(lose heidi),-0.9789538780848185,-0.9626626372337341|-0.9887137413024902|-0.9854852557182312,Canonical,-0.0356939435005188,(win heidi)|(lose sophia)|(and (win heidi) (lose sophia)),0.8902953267097473,0.9446336627006531|0.9073448777198792|0.8902953267097473,,0.9073448777198792,0,3,3,,,,True,1.0,-0.9834784269332886,heidi|beats|sophia,0.9446336627006531
Sentence,sentence_group,train,heidi loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9871267477671305,-0.9909195303916931|-0.9777073264122009|-0.9927533864974976,Canonical,-0.03117769956588745,(win sophia)|(lose heidi)|(and (lose heidi) (win sophia)),0.9129952788352966,0.9519433975219727|0.9364025592803955|0.9129952788352966,,0.9364025592803955,0,3,3,,,,True,1.0,-0.9908405145009359,heidi|loses|to|sophia,0.9519433975219727
Sentence,sentence_group,train,sophia beats boy,(win charlie)|(win heidi)|(lose sophia),-0.962140421072642,-0.9196957945823669|-0.9872801899909973|-0.9794452786445618,Canonical,-0.01861494779586792,(win sophia)|(lose charlie)|(and (win sophia) (lose charlie)),0.8742370009422302,0.9424336552619934|0.8432702422142029|0.8742370009422302,,0.8432702422142029,0,3,3,,,,True,1.0,-0.9643286069234213,sophia|beats|boy,0.9424336552619934
Sentence,sentence_group,train,sophia beats charlie,(win charlie)|(win heidi)|(lose sophia),-0.9610298077265421,-0.9179046154022217|-0.986571729183197|-0.9786130785942078,Canonical,-0.018277853727340698,(win sophia)|(lose charlie)|(and (win sophia) (lose charlie)),0.8751232028007507,0.9415408372879028|0.84526127576828|0.8751232028007507,,0.84526127576828,0,3,3,,,,True,1.0,-0.9643286069234213,sophia|beats|charlie,0.9415408372879028
Sentence,sentence_group,train,sophia loses to boy,(lose charlie)|(win heidi)|(win sophia),-0.9391311407089233,-0.9251388907432556|-0.9439102411270142|-0.9483442902565002,Canonical,-0.024263858795166016,(win charlie)|(lose sophia)|(and (lose sophia) (win charlie)),0.8286429047584534,0.9041061401367188|0.80170738697052|0.8286429047584534,,0.80170738697052,0,3,3,,,,True,1.0,-0.9568905035654703,sophia|loses|to|boy,0.9041061401367188
Sentence,sentence_group,train,sophia loses to charlie,(lose charlie)|(win heidi)|(win sophia),-0.9392750859260559,-0.9250224828720093|-0.9447579979896545|-0.9480447769165039,Canonical,-0.02411174774169922,(win charlie)|(lose sophia)|(and (lose sophia) (win charlie)),0.8286371827125549,0.9043530225753784|0.8011448383331299|0.8286371827125549,,0.8011448383331299,0,3,3,,,,True,1.0,-0.9568905035654703,sophia|loses|to|charlie,0.9043530225753784
Sentence,sentence_group,test,boy beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9489574233690897,-0.9467774033546448|-0.9628430604934692|-0.9372518062591553,Canonical,-0.030113965272903442,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.7800763249397278,0.9060958623886108|0.7142847180366516|0.7800763249397278,,0.7142847180366516,0,3,3,,,-0.030113965272903442,True,1.0,-0.9568905035654703,boy|beats|sophia,0.9060958623886108
Sentence,sentence_group,test,boy loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9640931685765585,-0.9732916355133057|-0.9422896504402161|-0.9766982197761536,Canonical,-0.016756325960159302,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.8927872180938721,0.9422122836112976|0.8768748044967651|0.8927872180938721,,0.8768748044967651,0,3,3,,,-0.016756325960159302,True,1.0,-0.9643286069234213,boy|loses|to|sophia,0.9422122836112976
Sentence,sentence_group,test,charlie beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9465251962343851,-0.9427608847618103|-0.9624413251876831|-0.9343733787536621,Canonical,-0.030691206455230713,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.780042827129364,0.9036160111427307|0.7178520560264587|0.780042827129364,,0.7178520560264587,0,3,3,,,-0.030691206455230713,True,1.0,-0.9568905035654703,charlie|beats|sophia,0.9036160111427307
Sentence,sentence_group,test,charlie loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9637602766354879,-0.9728319644927979|-0.9421577453613281|-0.9762911200523376,Canonical,-0.01655939221382141,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.8935188055038452,0.9420527815818787|0.8781036138534546|0.8935188055038452,,0.8781036138534546,0,3,3,,,-0.01655939221382141,True,1.0,-0.9643286069234213,charlie|loses|to|sophia,0.9420527815818787
