group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9894706904888153,-0.9841341376304626|-0.994807243347168,Canonical,,(play_game charlie soccer),0.9578595161437988,0.9578595161437988,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.98786261677742,-0.981521487236023|-0.9942037463188171,Canonical,,(play_game charlie soccer),0.9536238312721252,0.9536238312721252,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9870948493480682,-0.9802451729774475|-0.993944525718689,Canonical,,(play_game charlie soccer),0.9626027941703796,0.9626027941703796,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9885075092315674,-0.9825301170349121|-0.9944849014282227,Canonical,,(play_game charlie soccer),0.9645640850067139,0.9645640850067139,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,test,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9881191253662109,-0.9820562601089478|-0.9941819906234741,Canonical,,(play_game charlie soccer),0.9541840553283691,0.9541840553283691,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,test,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9892215728759766,-0.9836239814758301|-0.994819164276123,Canonical,,(play_game charlie soccer),0.9575158953666687,0.9575158953666687,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,test,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9873552024364471,-0.9808907508850098|-0.9938196539878845,Canonical,,(play_game charlie soccer),0.9622658491134644,0.9622658491134644,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,test,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9882956743240356,-0.9819824695587158|-0.9946088790893555,Canonical,,(play_game charlie soccer),0.9649723768234253,0.9649723768234253,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Sentence,sentence_group,train,boy beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.942284087340037,-0.9347094893455505|-0.9611992835998535|-0.930943489074707,Canonical,-0.02750164270401001,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.8295567035675049,0.9063661694526672|0.8077505230903625|0.8295567035675049,,0.8077505230903625,0,3,3,,,,True,1.0,-0.9568905035654703,boy|beats|sophia,0.9063661694526672
Sentence,sentence_group,train,boy loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9454905986785889,-0.9604213833808899|-0.917457640171051|-0.9585927724838257,Canonical,-0.023074060678482056,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.8621213436126709,0.9222309589385986|0.8481598496437073|0.8621213436126709,,0.8481598496437073,0,3,3,,,,True,1.0,-0.9643286069234213,boy|loses|to|sophia,0.9222309589385986
