group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9920392334461212,-0.9905565977096558|-0.9935218691825867,Canonical,,(play_game charlie soccer),0.9578462839126587,0.9578462839126587,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,boy plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9371093114217123,-0.9998309016227722|-0.9977979063987732|-0.8136991262435913,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.823776125907898,0.9899649024009705|0.7589225769042969|0.823776125907898,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|soccer|badly,
Word,word_group,train,boy plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8181925415992737,-0.943845272064209|-0.9936079978942871|-0.517124354839325,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5846005082130432,0.9689286947250366|0.5642333626747131|0.5846005082130432,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|soccer|well,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9920463562011719,-0.990414559841156|-0.9936781525611877,Canonical,,(play_game charlie soccer),0.9587500095367432,0.9587500095367432,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,charlie plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9372747937838236,-0.9998311996459961|-0.9978395104408264|-0.8141536712646484,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8244104981422424,0.9900509119033813|0.7597678899765015|0.8244104981422424,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|football|badly,
Word,word_group,train,charlie plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8187141815821329,-0.9437355995178223|-0.993574857711792|-0.5188320875167847,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5854006409645081,0.9689353108406067|0.5651278495788574|0.5854006409645081,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|football|well,
Word,word_group,train,football is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9426488876342773,-0.9997989535331726|-0.9935569763183594|-0.8345907330513,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8190345168113708,0.9808682799339294|0.7537691593170166|0.8190345168113708,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|charlie,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9682804048061371,-0.9416508078575134|-0.9949100017547607,Canonical,,(play_game charlie soccer),0.9581851959228516,0.9581851959228516,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,football is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7443804740905762,-0.6615898013114929|-0.9911545515060425|-0.5803970694541931,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5954921245574951,0.9487122297286987|0.5884162187576294|0.5954921245574951,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|charlie,
Word,word_group,train,soccer is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9423192342122396,-0.9997986555099487|-0.9934952855110168|-0.8336637616157532,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8184018135070801,0.98079514503479|0.7529146671295166|0.8184018135070801,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|boy,
Word,word_group,train,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9684638381004333,-0.94207364320755|-0.9948540329933167,Canonical,,(play_game charlie soccer),0.9577583074569702,0.9577583074569702,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,train,soccer is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7438787420590719,-0.6678981184959412|-0.9912059903144836|-0.5725321173667908,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5926277041435242,0.9490483403205872|0.5850011706352234|0.5926277041435242,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|boy,
