group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9646556377410889,-0.9341169595718384|-0.9951943159103394,Canonical,,(play_game charlie soccer),0.948280394077301,0.948280394077301,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9647922515869141,-0.9343674182891846|-0.9952170848846436,Canonical,,(play_game charlie soccer),0.9481438398361206,0.9481438398361206,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9948923587799072,-0.9908748865127563|-0.9989098310470581,Canonical,,(play_game charlie soccer),0.960646390914917,0.960646390914917,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9948879182338715,-0.9908711910247803|-0.9989046454429626,Canonical,,(play_game charlie soccer),0.9606732726097107,0.9606732726097107,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Word,word_group,test,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.964807391166687,-0.9343978762626648|-0.9952169060707092,Canonical,,(play_game charlie soccer),0.9481510519981384,0.9481510519981384,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,test,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9646389484405518,-0.9340835213661194|-0.9951943755149841,Canonical,,(play_game charlie soccer),0.9482727646827698,0.9482727646827698,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,test,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9948987364768982,-0.990891695022583|-0.9989057779312134,Canonical,,(play_game charlie soccer),0.9606457352638245,0.9606457352638245,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,test,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9948814809322357,-0.9908543229103088|-0.9989086389541626,Canonical,,(play_game charlie soccer),0.9606728553771973,0.9606728553771973,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Sentence,sentence_group,train,boy beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.9644912083943685,-0.9659382700920105|-0.9749438762664795|-0.9525914788246155,Canonical,-0.0580730140209198,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.7257957458496094,0.9184213876724243|0.649316132068634|0.7257957458496094,,0.649316132068634,0,3,3,,,,True,1.0,-0.9786379535992941,boy|beats|heidi,0.9184213876724243
Sentence,sentence_group,train,boy loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9754831989606222,-0.985563337802887|-0.9587752819061279|-0.9821109771728516,Canonical,-0.030335813760757446,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.905148446559906,0.9556099772453308|0.9153585433959961|0.905148446559906,,0.9153585433959961,0,3,3,,,,True,1.0,-0.9862007300059,boy|loses|to|heidi,0.9556099772453308
Sentence,sentence_group,train,charlie beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.9644966324170431,-0.9659833312034607|-0.9748728275299072|-0.9526337385177612,Canonical,-0.057972252368927,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.7261321544647217,0.9183478951454163|0.6498609185218811|0.7261321544647217,,0.6498609185218811,0,3,3,,,,True,1.0,-0.9786379535992941,charlie|beats|heidi,0.9183478951454163
Sentence,sentence_group,train,charlie loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9755082329114279,-0.9855896234512329|-0.9587734937667847|-0.9821615815162659,Canonical,-0.03032669425010681,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.9051781296730042,0.955647349357605|0.9153622984886169|0.9051781296730042,,0.9153622984886169,0,3,3,,,,True,1.0,-0.9862007300059,charlie|loses|to|heidi,0.955647349357605
