group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9920260012149811,-0.990958571434021|-0.9930934309959412,Canonical,,(play_game charlie soccer),0.9473608732223511,0.9473608732223511,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,boy plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9191375573476156,-0.9937596917152405|-0.9848575592041016|-0.7787954211235046,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8025447726249695,0.9801441431045532|0.7348747253417969|0.8025447726249695,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|football|badly,
Word,word_group,train,boy plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7529357473055521,-0.4612141251564026|-0.9194071292877197|-0.8781859874725342,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6690739989280701,0.8695826530456543|0.701440691947937|0.6690739989280701,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|football|well,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9818512797355652,-0.9768907427787781|-0.9868118166923523,Canonical,,(play_game charlie soccer),0.9435971975326538,0.9435971975326538,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,charlie plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9242599407831827,-0.9944137930870056|-0.9828890562057495|-0.7954769730567932,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8073927760124207,0.9803181290626526|0.7424476742744446|0.8073927760124207,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|soccer|badly,
Word,word_group,train,charlie plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.734694242477417,-0.41399526596069336|-0.9003229737281799|-0.8897644877433777,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6763713359832764,0.8725809454917908|0.7184308767318726|0.6763713359832764,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|soccer|well,
Word,word_group,train,football is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9146102468172709,-0.9918731451034546|-0.9846967458724976|-0.7672608494758606,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8026071190834045,0.9785104393959045|0.7350819110870361|0.8026071190834045,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|boy,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.994467556476593,-0.9938186407089233|-0.9951164722442627,Canonical,,(play_game charlie soccer),0.9629276990890503,0.9629276990890503,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,football is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.9019129872322083,-0.9138590693473816|-0.9830343127250671|-0.808845579624176,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6848605275154114,0.9305410981178284|0.6790211796760559|0.6848605275154114,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|boy,
Word,word_group,train,soccer is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9197772542635599,-0.9939627647399902|-0.9842400550842285|-0.7811289429664612,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8055897355079651,0.9797648787498474|0.7394360303878784|0.8055897355079651,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|charlie,
