group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9971517622470856,-0.9965240955352783|-0.9977794289588928,Canonical,,(play_game charlie soccer),0.9605653285980225,0.9605653285980225,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,boy plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9219997127850851,-0.9928218722343445|-0.9851741194725037|-0.788003146648407,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8037914633750916,0.9733768105506897|0.7365102171897888|0.8037914633750916,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|soccer|badly,
Word,word_group,train,boy plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8752705057462057,-0.7651196718215942|-0.9602852463722229|-0.9004065990447998,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6853655576705933,0.8815353512763977|0.6925584077835083|0.6853655576705933,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|soccer|well,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9972416460514069,-0.9966815114021301|-0.9978017807006836,Canonical,,(play_game charlie soccer),0.9601849317550659,0.9601849317550659,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,charlie plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9215863347053528,-0.9931331872940063|-0.9855003952980042|-0.7861254215240479,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8034545183181763,0.9740723371505737|0.7359205484390259|0.8034545183181763,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|football|badly,
Word,word_group,train,charlie plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8767742117245992,-0.7691832780838013|-0.9608964323997498|-0.9002429246902466,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.688400149345398,0.8857079148292542|0.6955680251121521|0.688400149345398,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|football|well,
Word,word_group,train,football is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9193457166353861,-0.9934418797492981|-0.9863585233688354|-0.7782367467880249,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.7995737791061401,0.9701218008995056|0.7299314141273499|0.7995737791061401,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|charlie,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9966827630996704,-0.9958779811859131|-0.9974875450134277,Canonical,,(play_game charlie soccer),0.9605227708816528,0.9605227708816528,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,football is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8771014014879862,-0.7716915607452393|-0.9601593613624573|-0.8994532823562622,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6882408261299133,0.8859494924545288|0.695576012134552|0.6882408261299133,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|charlie,
Word,word_group,train,soccer is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9196568131446838,-0.9932288527488708|-0.9862259030342102|-0.7795156836509705,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.7995995283126831,0.9692591428756714|0.7300004959106445|0.7995995283126831,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|boy,
