group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9975563585758209,-0.9973986148834229|-0.997714102268219,Canonical,,(play_game charlie soccer),0.9632140398025513,0.9632140398025513,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9975356459617615,-0.9972679615020752|-0.9978033304214478,Canonical,,(play_game charlie soccer),0.9601938724517822,0.9601938724517822,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9976890385150909,-0.9974285364151001|-0.9979495406150818,Canonical,,(play_game charlie soccer),0.9594666361808777,0.9594666361808777,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9975575506687164,-0.9972708225250244|-0.9978442788124084,Canonical,,(play_game charlie soccer),0.9563204646110535,0.9563204646110535,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Word,word_group,test,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9975401759147644,-0.9972284436225891|-0.9978519082069397,Canonical,,(play_game charlie soccer),0.9625046253204346,0.9625046253204346,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,test,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9975382089614868,-0.9974232912063599|-0.9976531267166138,Canonical,,(play_game charlie soccer),0.9610170722007751,0.9610170722007751,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,test,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9975907802581787,-0.9973925352096558|-0.9977890253067017,Canonical,,(play_game charlie soccer),0.9558665752410889,0.9558665752410889,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,test,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9976653456687927,-0.9973302483558655|-0.99800044298172,Canonical,,(play_game charlie soccer),0.9598753452301025,0.9598753452301025,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Sentence,sentence_group,train,boy beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.9582405686378479,-0.9662095904350281|-0.9603296518325806|-0.9481824636459351,Canonical,-0.08459518849849701,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.6091542840003967,0.911716878414154|0.4757820665836334|0.6091542840003967,,0.4757820665836334,0,3,3,,,,True,1.0,-0.9786379535992941,boy|beats|heidi,0.911716878414154
Sentence,sentence_group,train,boy loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9794699549674988,-0.9897962808609009|-0.9609832167625427|-0.9876303672790527,Canonical,-0.030447542667388916,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.9045140743255615,0.9579049944877625|0.9120182394981384|0.9045140743255615,,0.9120182394981384,0,3,3,,,,True,1.0,-0.9862007300059,boy|loses|to|heidi,0.9579049944877625
Sentence,sentence_group,train,charlie beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.9578294356664022,-0.9659309983253479|-0.9585756063461304|-0.9489817023277283,Canonical,-0.08740945160388947,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.5939847230911255,0.907629668712616|0.45515868067741394|0.5939847230911255,,0.45515868067741394,0,3,3,,,,True,1.0,-0.9786379535992941,charlie|beats|heidi,0.907629668712616
Sentence,sentence_group,train,charlie loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9789619048436483,-0.9896737337112427|-0.9597192406654358|-0.9874927401542664,Canonical,-0.03084343671798706,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.9032589793205261,0.9575592279434204|0.910645604133606|0.9032589793205261,,0.910645604133606,0,3,3,,,,True,1.0,-0.9862007300059,charlie|loses|to|heidi,0.9575592279434204
Sentence,sentence_group,train,heidi beats sophia,(win charlie)|(win sophia)|(lose heidi),-0.97427898645401,-0.9555336236953735|-0.9850149154663086|-0.9822884202003479,Canonical,-0.03896775841712952,(win heidi)|(lose sophia)|(and (win heidi) (lose sophia)),0.8745681643486023,0.9335537552833557|0.8935180902481079|0.8745681643486023,,0.8935180902481079,0,3,3,,,,True,1.0,-0.9834784269332886,heidi|beats|sophia,0.9335537552833557
Sentence,sentence_group,train,heidi loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.975504994392395,-0.9771981835365295|-0.9701443314552307|-0.9791724681854248,Canonical,-0.04294854402542114,(win sophia)|(lose heidi)|(and (lose heidi) (win sophia)),0.8715904355049133,0.9329752326011658|0.8961027264595032|0.8715904355049133,,0.8961027264595032,0,3,3,,,,True,1.0,-0.9908405145009359,heidi|loses|to|sophia,0.9329752326011658
