group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9758183658123016,-0.9616764187812805|-0.9899603128433228,Canonical,,(play_game charlie soccer),0.9566949009895325,0.9566949009895325,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,boy plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9288585583368937,-0.9965984225273132|-0.9860033988952637|-0.8039738535881042,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8090873956680298,0.9775591492652893|0.7433770298957825|0.8090873956680298,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|football|badly,
Word,word_group,train,boy plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8368244767189026,-0.7214645147323608|-0.9229206442832947|-0.8660882711410522,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6759951114654541,0.8884356021881104|0.6981965899467468|0.6759951114654541,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|football|well,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9757120907306671,-0.9614074230194092|-0.990016758441925,Canonical,,(play_game charlie soccer),0.9565854072570801,0.9565854072570801,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,charlie plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9278605779012045,-0.9963123798370361|-0.9852614402770996|-0.8020079135894775,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8081796765327454,0.9765899777412415|0.7424833178520203|0.8081796765327454,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|soccer|badly,
Word,word_group,train,charlie plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8355852166811625,-0.7194856405258179|-0.9236358404159546|-0.8636341691017151,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6722168326377869,0.8848625421524048|0.6938338875770569|0.6722168326377869,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|soccer|well,
Word,word_group,train,football is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9281052152315775,-0.9964598417282104|-0.9831946492195129|-0.8046611547470093,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8033762574195862,0.9729693531990051|0.7369341254234314|0.8033762574195862,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|boy,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9865729510784149,-0.9798861145973206|-0.9932597875595093,Canonical,,(play_game charlie soccer),0.9631654024124146,0.9631654024124146,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,football is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8239427010218302,-0.6980492472648621|-0.9204146265983582|-0.8533642292022705,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6629245281219482,0.8769312500953674|0.6850908994674683|0.6629245281219482,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|boy,
Word,word_group,train,soccer is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9269779721895853,-0.9963268041610718|-0.9832108020782471|-0.8013963103294373,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8018280267715454,0.9712432622909546|0.7347857356071472|0.8018280267715454,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|charlie,
