group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9918087720870972,-0.9887003302574158|-0.9949172139167786,Canonical,,(play_game charlie soccer),0.9684196710586548,0.9684196710586548,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9901202619075775,-0.9863654375076294|-0.9938750863075256,Canonical,,(play_game charlie soccer),0.9644986391067505,0.9644986391067505,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9886651635169983,-0.9855213165283203|-0.9918090105056763,Canonical,,(play_game charlie soccer),0.9579446315765381,0.9579446315765381,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9867398738861084,-0.9823513627052307|-0.9911283850669861,Canonical,,(play_game charlie soccer),0.9598327279090881,0.9598327279090881,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,test,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9911920130252838,-0.987583339214325|-0.9948006868362427,Canonical,,(play_game charlie soccer),0.968382716178894,0.968382716178894,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,test,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9909390509128571,-0.9877262711524963|-0.9941518306732178,Canonical,,(play_game charlie soccer),0.9651035070419312,0.9651035070419312,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,test,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9883833825588226,-0.9849475026130676|-0.9918192625045776,Canonical,,(play_game charlie soccer),0.9605340361595154,0.9605340361595154,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,test,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9866192042827606,-0.9821664094924927|-0.9910719990730286,Canonical,,(play_game charlie soccer),0.9582086801528931,0.9582086801528931,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Sentence,sentence_group,train,boy beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9624791542689005,-0.9747554063796997|-0.9583916664123535|-0.9542903900146484,Canonical,-0.022814661264419556,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.8139421939849854,0.9272158741950989|0.7462978363037109|0.8139421939849854,,0.7462978363037109,0,3,3,,,,True,1.0,-0.9568905035654703,boy|beats|sophia,0.9272158741950989
Sentence,sentence_group,train,boy loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.8891584475835165,-0.9135118126869202|-0.8422422409057617|-0.9117212891578674,Canonical,-0.027979344129562378,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.8197587132453918,0.8851689100265503|0.8103072047233582|0.8197587132453918,,0.8103072047233582,0,3,3,,,,True,1.0,-0.9643286069234213,boy|loses|to|sophia,0.8851689100265503
Sentence,sentence_group,train,charlie beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9635326663653055,-0.976063072681427|-0.9586858153343201|-0.9558491110801697,Canonical,-0.02380126714706421,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.8035824298858643,0.928703784942627|0.72606360912323|0.8035824298858643,,0.72606360912323,0,3,3,,,,True,1.0,-0.9568905035654703,charlie|beats|sophia,0.928703784942627
Sentence,sentence_group,train,charlie loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.8971644043922424,-0.9191648960113525|-0.8583154082298279|-0.9140129089355469,Canonical,-0.03097456693649292,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.8110191822052002,0.8887757062911987|0.7952117919921875|0.8110191822052002,,0.7952117919921875,0,3,3,,,,True,1.0,-0.9643286069234213,charlie|loses|to|sophia,0.8887757062911987
Sentence,sentence_group,train,heidi beats boy,(win charlie)|(win sophia)|(lose heidi),-0.9821739594141642,-0.9612410068511963|-0.9939896464347839|-0.9912912249565125,Canonical,-0.024713367223739624,(win heidi)|(lose charlie)|(and (win heidi) (lose charlie)),0.9243131279945374,0.9689047932624817|0.9291481971740723|0.9243131279945374,,0.9291481971740723,0,3,3,,,,True,1.0,-0.9862007300059,heidi|beats|boy,0.9689047932624817
Sentence,sentence_group,train,heidi beats charlie,(win charlie)|(win sophia)|(lose heidi),-0.9823055267333984,-0.9617886543273926|-0.9938399791717529|-0.9912879467010498,Canonical,-0.02506190538406372,(win heidi)|(lose charlie)|(and (win heidi) (lose charlie)),0.923469066619873,0.96880042552948|0.9282615184783936|0.923469066619873,,0.9282615184783936,0,3,3,,,,True,1.0,-0.9862007300059,heidi|beats|charlie,0.96880042552948
Sentence,sentence_group,train,heidi loses to boy,(lose charlie)|(win heidi)|(win sophia),-0.9608850479125977,-0.9583932161331177|-0.9885792136192322|-0.9356827139854431,Canonical,-0.08083456754684448,(win charlie)|(lose heidi)|(and (lose heidi) (win charlie)),0.6628748774528503,0.9209498167037964|0.5664690732955933|0.6628748774528503,,0.5664690732955933,0,3,3,,,,True,1.0,-0.9786379535992941,heidi|loses|to|boy,0.9209498167037964
Sentence,sentence_group,train,heidi loses to charlie,(lose charlie)|(win heidi)|(win sophia),-0.9560345808664957,-0.9549465775489807|-0.9876246452331543|-0.9255325198173523,Canonical,-0.07482179999351501,(win charlie)|(lose heidi)|(and (lose heidi) (win charlie)),0.686570405960083,0.9161993861198425|0.6065850257873535|0.686570405960083,,0.6065850257873535,0,3,3,,,,True,1.0,-0.9786379535992941,heidi|loses|to|charlie,0.9161993861198425
Sentence,sentence_group,train,sophia beats heidi,(win charlie)|(win heidi)|(lose sophia),-0.9869661132494608,-0.9762043952941895|-0.9934962391853333|-0.9911977052688599,Canonical,-0.03626105189323425,(win sophia)|(lose heidi)|(and (win sophia) (lose heidi)),0.902899444103241,0.950769305229187|0.9275516867637634|0.902899444103241,,0.9275516867637634,0,3,3,,,,True,1.0,-0.9908405145009359,sophia|beats|heidi,0.950769305229187
Sentence,sentence_group,train,sophia loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.962854822476705,-0.9820656776428223|-0.918867826461792|-0.9876309633255005,Canonical,-0.036730438470840454,(win heidi)|(lose sophia)|(and (lose sophia) (win heidi)),0.8868628144264221,0.9394638538360596|0.9077226519584656|0.8868628144264221,,0.9077226519584656,0,3,3,,,,True,1.0,-0.9834784269332886,sophia|loses|to|heidi,0.9394638538360596
