group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9309295415878296,-0.8942744135856628|-0.9675846695899963,Canonical,,(play_game charlie soccer),0.9301830530166626,0.9301830530166626,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,boy plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9220573902130127,-0.9688719511032104|-0.9828758835792542|-0.8144243359565735,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8178460597991943,0.9819480180740356|0.7578637599945068|0.8178460597991943,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|soccer|badly,
Word,word_group,train,boy plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7222431302070618,-0.5502865314483643|-0.9487077593803406|-0.6677350997924805,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6141870617866516,0.9122259020805359|0.6248390674591064|0.6141870617866516,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|soccer|well,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9309451282024384,-0.8933984637260437|-0.968491792678833,Canonical,,(play_game charlie soccer),0.9310291409492493,0.9310291409492493,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,charlie plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9217169086138407,-0.9699827432632446|-0.9826062917709351|-0.8125616908073425,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8167856931686401,0.9818968176841736|0.7564853429794312|0.8167856931686401,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|football|badly,
Word,word_group,train,charlie plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7250622113545736,-0.5649607181549072|-0.9497842788696289|-0.6604416370391846,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6123453974723816,0.9137299656867981|0.621801495552063|0.6123453974723816,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|football|well,
Word,word_group,train,football is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9135571916898092,-0.9839515686035156|-0.9805262088775635|-0.7761937975883484,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8116352558135986,0.9819448590278625|0.7495412230491638|0.8116352558135986,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|charlie,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9789704978466034,-0.9628297686576843|-0.9951112270355225,Canonical,,(play_game charlie soccer),0.9558438062667847,0.9558438062667847,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,football is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7750130097071329,-0.7990829348564148|-0.9729476571083069|-0.5530084371566772,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5998672246932983,0.9529935121536255|0.592276930809021|0.5998672246932983,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|charlie,
Word,word_group,train,soccer is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9131974577903748,-0.9835428595542908|-0.980548620223999|-0.7755008935928345,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8111609816551208,0.9818820953369141|0.748906672000885|0.8111609816551208,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|boy,
Word,word_group,train,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9786107838153839,-0.9620903730392456|-0.9951311945915222,Canonical,,(play_game charlie soccer),0.9554519653320312,0.9554519653320312,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,train,soccer is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7763986984888712,-0.7942795157432556|-0.9722728133201599|-0.5626437664031982,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6026654243469238,0.9524604082107544|0.5957173109054565|0.6026654243469238,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|boy,
Word,word_group,test,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9308130145072937,-0.8932349681854248|-0.9683910608291626,Canonical,,(play_game charlie soccer),0.9310579895973206,0.9310579895973206,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,test,boy plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9217028617858887,-0.9699404239654541|-0.9825816750526428|-0.8125864863395691,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8168145418167114,0.9818819761276245|0.7565363049507141|0.8168145418167114,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|football|badly,
