group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.986853301525116,-0.9797986745834351|-0.9939079284667969,Canonical,,(play_game charlie soccer),0.9612749814987183,0.9612749814987183,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,boy plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9310564001401266,-0.9900667667388916|-0.9861794710159302|-0.8169229626655579,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8133625984191895,0.9789812564849854|0.7494131326675415|0.8133625984191895,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|soccer|badly,
Word,word_group,train,boy plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7078298032283783,-0.4099957048892975|-0.9374774694442749|-0.7760162353515625,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6486437320709229,0.9033504724502563|0.6745502948760986|0.6486437320709229,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|soccer|well,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9871370494365692,-0.9801287651062012|-0.9941453337669373,Canonical,,(play_game charlie soccer),0.9601953029632568,0.9601953029632568,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,charlie plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9312028884887695,-0.9903901815414429|-0.9866668581962585|-0.8165516257286072,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8129488229751587,0.978686511516571|0.7486175298690796|0.8129488229751587,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|football|badly,
Word,word_group,train,charlie plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7071327467759451,-0.41826990246772766|-0.937950074672699|-0.7651782631874084,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.644351601600647,0.9030526876449585|0.6692736744880676|0.644351601600647,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|football|well,
Word,word_group,train,football is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.924962321917216,-0.9948671460151672|-0.9900211691856384|-0.7899986505508423,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8078396916389465,0.9778549671173096|0.7397792339324951|0.8078396916389465,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|charlie,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9934476315975189,-0.9909985661506653|-0.9958966970443726,Canonical,,(play_game charlie soccer),0.9643293023109436,0.9643293023109436,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,football is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8168343106905619,-0.6509034037590027|-0.9613008499145508|-0.8382986783981323,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6800920963287354,0.9131376147270203|0.6918894052505493|0.6800920963287354,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|charlie,
Word,word_group,train,soccer is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9256963531176249,-0.9949369430541992|-0.9899840950965881|-0.7921680212020874,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8086753487586975,0.9784377217292786|0.7409729361534119|0.8086753487586975,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|boy,
