group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.986853301525116,-0.9797986745834351|-0.9939079284667969,Canonical,,(play_game charlie soccer),0.9612749814987183,0.9612749814987183,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9871370494365692,-0.9801287651062012|-0.9941453337669373,Canonical,,(play_game charlie soccer),0.9601953029632568,0.9601953029632568,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9934476315975189,-0.9909985661506653|-0.9958966970443726,Canonical,,(play_game charlie soccer),0.9643293023109436,0.9643293023109436,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9937268197536469,-0.9914568066596985|-0.9959968328475952,Canonical,,(play_game charlie soccer),0.9654762148857117,0.9654762148857117,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,test,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9867658317089081,-0.9795036315917969|-0.9940280318260193,Canonical,,(play_game charlie soccer),0.9611878395080566,0.9611878395080566,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,test,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9872277975082397,-0.9804232120513916|-0.9940323829650879,Canonical,,(play_game charlie soccer),0.9602945446968079,0.9602945446968079,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,test,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9931984543800354,-0.9905909299850464|-0.9958059787750244,Canonical,,(play_game charlie soccer),0.9649931192398071,0.9649931192398071,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,test,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9939430952072144,-0.9918062686920166|-0.9960799217224121,Canonical,,(play_game charlie soccer),0.9648444056510925,0.9648444056510925,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Sentence,sentence_group,train,boy beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9480545322100321,-0.9641582369804382|-0.9498506188392639|-0.9301547408103943,Canonical,-0.020868778228759766,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.8278024196624756,0.9128276705741882|0.7845147252082825|0.8278024196624756,,0.7845147252082825,0,3,3,,,,True,1.0,-0.9568905035654703,boy|beats|sophia,0.9128276705741882
Sentence,sentence_group,train,boy loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9351784785588583,-0.9564762711524963|-0.8904784321784973|-0.958580732345581,Canonical,-0.020336627960205078,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.8616782426834106,0.9182223081588745|0.8458074331283569|0.8616782426834106,,0.8458074331283569,0,3,3,,,,True,1.0,-0.9643286069234213,boy|loses|to|sophia,0.9182223081588745
Sentence,sentence_group,train,charlie beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9480956792831421,-0.9641911387443542|-0.9499062299728394|-0.9301896691322327,Canonical,-0.020909219980239868,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.8275488018989563,0.9128265380859375|0.7840895056724548|0.8275488018989563,,0.7840895056724548,0,3,3,,,,True,1.0,-0.9568905035654703,charlie|beats|sophia,0.9128265380859375
Sentence,sentence_group,train,charlie loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9349428017934164,-0.9557267427444458|-0.8919519782066345|-0.9571496844291687,Canonical,-0.02068832516670227,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.8606939911842346,0.9173133373260498|0.845451295375824|0.8606939911842346,,0.845451295375824,0,3,3,,,,True,1.0,-0.9643286069234213,charlie|loses|to|sophia,0.9173133373260498
Sentence,sentence_group,train,heidi beats boy,(win charlie)|(win sophia)|(lose heidi),-0.9784993529319763,-0.9579567313194275|-0.9890387058258057|-0.9885026216506958,Canonical,-0.02985173463821411,(win heidi)|(lose charlie)|(and (win heidi) (lose charlie)),0.9074137210845947,0.9599296450614929|0.9146012663841248|0.9074137210845947,,0.9146012663841248,0,3,3,,,,True,1.0,-0.9862007300059,heidi|beats|boy,0.9599296450614929
Sentence,sentence_group,train,heidi beats charlie,(win charlie)|(win sophia)|(lose heidi),-0.978588859240214,-0.9580158591270447|-0.9891757965087891|-0.9885749220848083,Canonical,-0.029999464750289917,(win heidi)|(lose charlie)|(and (win heidi) (lose charlie)),0.9070903062820435,0.9600437879562378|0.914135754108429|0.9070903062820435,,0.914135754108429,0,3,3,,,,True,1.0,-0.9862007300059,heidi|beats|charlie,0.9600437879562378
Sentence,sentence_group,train,heidi loses to boy,(lose charlie)|(win heidi)|(win sophia),-0.9566919406255087,-0.9456064105033875|-0.9633587598800659|-0.9611106514930725,Canonical,-0.060312628746032715,(win charlie)|(lose heidi)|(and (lose heidi) (win charlie)),0.7158363461494446,0.9160817861557007|0.6362161636352539|0.7158363461494446,,0.6362161636352539,0,3,3,,,,True,1.0,-0.9786379535992941,heidi|loses|to|boy,0.9160817861557007
Sentence,sentence_group,train,heidi loses to charlie,(lose charlie)|(win heidi)|(win sophia),-0.9560171961784363,-0.9448656439781189|-0.9628044366836548|-0.9603815078735352,Canonical,-0.06026345491409302,(win charlie)|(lose heidi)|(and (lose heidi) (win charlie)),0.7155750393867493,0.9153698086738586|0.6363071799278259|0.7155750393867493,,0.6363071799278259,0,3,3,,,,True,1.0,-0.9786379535992941,heidi|loses|to|charlie,0.9153698086738586
Sentence,sentence_group,train,sophia beats heidi,(win charlie)|(win heidi)|(lose sophia),-0.9880941112836202,-0.9810864329338074|-0.9925435185432434|-0.9906523823738098,Canonical,-0.03266942501068115,(win sophia)|(lose heidi)|(and (win sophia) (lose heidi)),0.9100009202957153,0.9512729048728943|0.9340677857398987|0.9100009202957153,,0.9340677857398987,0,3,3,,,,True,1.0,-0.9908405145009359,sophia|beats|heidi,0.9512729048728943
Sentence,sentence_group,train,sophia loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9751251737276713,-0.9841183423995972|-0.9524783492088318|-0.988778829574585,Canonical,-0.03861793875694275,(win heidi)|(lose sophia)|(and (lose sophia) (win heidi)),0.8831794261932373,0.9428196549415588|0.9007750749588013|0.8831794261932373,,0.9007750749588013,0,3,3,,,,True,1.0,-0.9834784269332886,sophia|loses|to|heidi,0.9428196549415588
Sentence,sentence_group,test,boy beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.9590188264846802,-0.9591681957244873|-0.9706529378890991|-0.9472353458404541,Canonical,-0.06103530526161194,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.7066869139671326,0.9156069755554199|0.6198374629020691|0.7066869139671326,,0.6198374629020691,0,3,3,,,-0.06103530526161194,True,1.0,-0.9786379535992941,boy|beats|heidi,0.9156069755554199
Sentence,sentence_group,test,boy loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9811872839927673,-0.9900697469711304|-0.961601197719574|-0.9918909072875977,Canonical,-0.03309369087219238,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.8995645046234131,0.9612768888473511|0.9040395021438599|0.8995645046234131,,0.9040395021438599,0,3,3,,,-0.03309369087219238,True,1.0,-0.9862007300059,boy|loses|to|heidi,0.9612768888473511
