group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.994055837392807,-0.9929719567298889|-0.9951397180557251,Canonical,,(play_game charlie soccer),0.9355617761611938,0.9355617761611938,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9937873780727386,-0.9923511743545532|-0.9952235817909241,Canonical,,(play_game charlie soccer),0.9421368837356567,0.9421368837356567,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9954693615436554,-0.9936352968215942|-0.9973034262657166,Canonical,,(play_game charlie soccer),0.9599893093109131,0.9599893093109131,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9949657320976257,-0.992756724357605|-0.9971747398376465,Canonical,,(play_game charlie soccer),0.9597864747047424,0.9597864747047424,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Word,word_group,test,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9937713146209717,-0.9925187230110168|-0.9950239062309265,Canonical,,(play_game charlie soccer),0.9394318461418152,0.9394318461418152,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,test,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9940808415412903,-0.9928395748138428|-0.9953221082687378,Canonical,,(play_game charlie soccer),0.9382649064064026,0.9382649064064026,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,test,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9952279925346375,-0.9932149052619934|-0.9972410798072815,Canonical,,(play_game charlie soccer),0.9607738256454468,0.9607738256454468,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,test,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9952307939529419,-0.9932164549827576|-0.9972451329231262,Canonical,,(play_game charlie soccer),0.9589885473251343,0.9589885473251343,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Sentence,sentence_group,train,boy beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.9798296491305033,-0.9932753443717957|-0.9701297283172607|-0.9760838747024536,Canonical,-0.06815782189369202,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.7238372564315796,0.9370036721229553|0.6469864845275879|0.7238372564315796,,0.6469864845275879,0,3,3,,,,True,1.0,-0.9786379535992941,boy|beats|heidi,0.9370036721229553
Sentence,sentence_group,train,boy loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9859979947408041,-0.9918839335441589|-0.9732281565666199|-0.9928818941116333,Canonical,-0.028857916593551636,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.9137628078460693,0.9653554558753967|0.9198859930038452|0.9137628078460693,,0.9198859930038452,0,3,3,,,,True,1.0,-0.9862007300059,boy|loses|to|heidi,0.9653554558753967
