group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9632124602794647,-0.967866837978363|-0.9585580825805664,Canonical,,(play_game charlie soccer),0.9377383589744568,0.9377383589744568,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,boy plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.8706311782201132,-0.9098181128501892|-0.9412527680397034|-0.7608226537704468,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.7760183215141296,0.9446147084236145|0.7174719572067261|0.7760183215141296,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|soccer|badly,
Word,word_group,train,boy plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.6509748001893362,-0.3138926327228546|-0.7698623538017273|-0.8691694140434265,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5374208092689514,0.691501796245575|0.61061030626297|0.5374208092689514,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|soccer|well,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9832097887992859,-0.9885315895080566|-0.9778879880905151,Canonical,,(play_game charlie soccer),0.9411824345588684,0.9411824345588684,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,charlie plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.8919960459073385,-0.9399204850196838|-0.9689192175865173|-0.7671484351158142,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.7903992533683777,0.9586511850357056|0.7247751355171204|0.7903992533683777,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|football|badly,
Word,word_group,train,charlie plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7658941348393759,-0.590377688407898|-0.866320013999939|-0.8409847021102905,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.5079649090766907,0.6734050512313843|0.5347272157669067|0.5079649090766907,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|football|well,
Word,word_group,train,football is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.8949166536331177,-0.9621978998184204|-0.976955235004425|-0.7455968260765076,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.7910028100013733,0.9723297357559204|0.721990704536438|0.7910028100013733,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|charlie,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9701230823993683,-0.9452696442604065|-0.9949765205383301,Canonical,,(play_game charlie soccer),0.9713423848152161,0.9713423848152161,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,football is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8195242087046305,-0.7574183940887451|-0.958551287651062|-0.7426029443740845,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6315076947212219,0.8917586207389832|0.6321285963058472|0.6315076947212219,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|charlie,
Word,word_group,train,soccer is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.8831839362780253,-0.9414548873901367|-0.9592355489730835|-0.7488613724708557,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.7836906313896179,0.963288426399231|0.7199886441230774|0.7836906313896179,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|boy,
Word,word_group,train,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.910222738981247,-0.8277738690376282|-0.9926716089248657,Canonical,,(play_game charlie soccer),0.9677931666374207,0.9677931666374207,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,train,soccer is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8153476516405741,-0.7466180324554443|-0.9689773917198181|-0.73044753074646,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6219044327735901,0.8841744065284729|0.6179189085960388|0.6219044327735901,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|boy,
Word,word_group,test,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9836501777172089,-0.9883950352668762|-0.9789053201675415,Canonical,,(play_game charlie soccer),0.9442729949951172,0.9442729949951172,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
