group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9803808033466339,-0.9687519669532776|-0.9920096397399902,Canonical,,(play_game charlie soccer),0.9482945203781128,0.9482945203781128,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9799723625183105,-0.9679722785949707|-0.9919724464416504,Canonical,,(play_game charlie soccer),0.9479089975357056,0.9479089975357056,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9934095144271851,-0.9898396134376526|-0.9969794154167175,Canonical,,(play_game charlie soccer),0.9559923410415649,0.9559923410415649,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9934549033641815,-0.9899880290031433|-0.9969217777252197,Canonical,,(play_game charlie soccer),0.9552698135375977,0.9552698135375977,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Word,word_group,test,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9799704551696777,-0.9679741859436035|-0.991966724395752,Canonical,,(play_game charlie soccer),0.9477329254150391,0.9477329254150391,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,test,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9803859293460846,-0.9687562584877014|-0.9920156002044678,Canonical,,(play_game charlie soccer),0.9484638571739197,0.9484638571739197,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,test,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9934493601322174,-0.989912211894989|-0.9969865083694458,Canonical,,(play_game charlie soccer),0.9558538198471069,0.9558538198471069,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,test,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9934147894382477,-0.9899147748947144|-0.996914803981781,Canonical,,(play_game charlie soccer),0.9554156064987183,0.9554156064987183,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Sentence,sentence_group,train,boy beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.9168660243352255,-0.9500585198402405|-0.8814054131507874|-0.9191341400146484,Canonical,-0.07168564200401306,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.664227306842804,0.872327446937561|0.599498450756073|0.664227306842804,,0.599498450756073,0,3,3,,,,True,1.0,-0.9786379535992941,boy|beats|heidi,0.872327446937561
Sentence,sentence_group,train,boy loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9792259732882181,-0.9850864410400391|-0.9687706232070923|-0.9838208556175232,Canonical,-0.034168511629104614,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.8964905738830566,0.9572980403900146|0.9040201306343079|0.8964905738830566,,0.9040201306343079,0,3,3,,,,True,1.0,-0.9862007300059,boy|loses|to|heidi,0.9572980403900146
Sentence,sentence_group,train,charlie beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.917445699373881,-0.9501835107803345|-0.8824929594993591|-0.9196606278419495,Canonical,-0.07173725962638855,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.6640424132347107,0.8728905320167542|0.5986688137054443|0.6640424132347107,,0.5986688137054443,0,3,3,,,,True,1.0,-0.9786379535992941,charlie|beats|heidi,0.8728905320167542
Sentence,sentence_group,train,charlie loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9792255759239197,-0.9850694537162781|-0.968779444694519|-0.9838278293609619,Canonical,-0.034185320138931274,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.8964579701423645,0.9573215246200562|0.9039650559425354|0.8964579701423645,,0.9039650559425354,0,3,3,,,,True,1.0,-0.9862007300059,charlie|loses|to|heidi,0.9573215246200562
Sentence,sentence_group,train,heidi beats sophia,(win charlie)|(win sophia)|(lose heidi),-0.9690589308738708,-0.9355494379997253|-0.9874232411384583|-0.984204113483429,Canonical,-0.039942532777786255,(win heidi)|(lose sophia)|(and (win heidi) (lose sophia)),0.8756038546562195,0.9362269043922424|0.894865870475769|0.8756038546562195,,0.894865870475769,0,3,3,,,,True,1.0,-0.9834784269332886,heidi|beats|sophia,0.9362269043922424
Sentence,sentence_group,train,heidi loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9737522602081299,-0.9877173900604248|-0.9429376125335693|-0.9906017780303955,Canonical,-0.03441932797431946,(win sophia)|(lose heidi)|(and (lose heidi) (win sophia)),0.9032717943191528,0.9439489841461182|0.9314332604408264|0.9032717943191528,,0.9314332604408264,0,3,3,,,,True,1.0,-0.9908405145009359,heidi|loses|to|sophia,0.9439489841461182
Sentence,sentence_group,train,sophia beats boy,(win charlie)|(win heidi)|(lose sophia),-0.9614457488059998,-0.9312650561332703|-0.9791864156723022|-0.9738857746124268,Canonical,-0.01988399028778076,(win sophia)|(lose charlie)|(and (win sophia) (lose charlie)),0.8721547722816467,0.9384335279464722|0.8456439971923828|0.8721547722816467,,0.8456439971923828,0,3,3,,,,True,1.0,-0.9643286069234213,sophia|beats|boy,0.9384335279464722
Sentence,sentence_group,train,sophia beats charlie,(win charlie)|(win heidi)|(lose sophia),-0.9613223075866699,-0.9310479164123535|-0.9791161417961121|-0.9738028645515442,Canonical,-0.019825994968414307,(win sophia)|(lose charlie)|(and (win sophia) (lose charlie)),0.8722537159919739,0.9382895231246948|0.8458698987960815|0.8722537159919739,,0.8458698987960815,0,3,3,,,,True,1.0,-0.9643286069234213,sophia|beats|charlie,0.9382895231246948
