group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9336736798286438,-0.8889344334602356|-0.978412926197052,Canonical,,(play_game charlie soccer),0.9391637444496155,0.9391637444496155,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9319542050361633,-0.8857728838920593|-0.9781355261802673,Canonical,,(play_game charlie soccer),0.9388792514801025,0.9388792514801025,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9919011890888214,-0.9890211820602417|-0.9947811961174011,Canonical,,(play_game charlie soccer),0.9505335688591003,0.9505335688591003,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.991978108882904,-0.9890930652618408|-0.9948631525039673,Canonical,,(play_game charlie soccer),0.9508863091468811,0.9508863091468811,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Word,word_group,test,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9320490658283234,-0.8859652280807495|-0.9781329035758972,Canonical,,(play_game charlie soccer),0.9389940500259399,0.9389940500259399,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,test,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9335874021053314,-0.888757586479187|-0.9784172177314758,Canonical,,(play_game charlie soccer),0.9390512108802795,0.9390512108802795,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,test,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9919160306453705,-0.9890003204345703|-0.9948317408561707,Canonical,,(play_game charlie soccer),0.9507886171340942,0.9507886171340942,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,test,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9919634759426117,-0.9891140460968018|-0.9948129057884216,Canonical,,(play_game charlie soccer),0.9506325125694275,0.9506325125694275,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Sentence,sentence_group,train,boy beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.9637848138809204,-0.9724335074424744|-0.9594348073005676|-0.9594861268997192,Canonical,-0.06286782026290894,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.7317758798599243,0.9222357869148254|0.6670516133308411|0.7317758798599243,,0.6670516133308411,0,3,3,,,,True,1.0,-0.9786379535992941,boy|beats|heidi,0.9222357869148254
Sentence,sentence_group,train,boy loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.984295388062795,-0.9912298917770386|-0.9690887331962585|-0.9925675392150879,Canonical,-0.0298902690410614,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.9106124043464661,0.9651634097099304|0.9158419370651245|0.9106124043464661,,0.9158419370651245,0,3,3,,,,True,1.0,-0.9862007300059,boy|loses|to|heidi,0.9651634097099304
