group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9492841958999634,-0.934358537197113|-0.9642098546028137,Canonical,,(play_game charlie soccer),0.9399110674858093,0.9399110674858093,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,train,boy plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9101640979448954,-0.978527307510376|-0.9516012668609619|-0.8003637194633484,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8059502243995667,0.9675108194351196|0.7550608515739441|0.8059502243995667,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|football|badly,
Word,word_group,train,boy plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7913112640380859,-0.7668525576591492|-0.9638742208480835|-0.6432070136070251,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6098759174346924,0.9322729706764221|0.6031711101531982|0.6098759174346924,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|football|well,
Word,word_group,train,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9494546055793762,-0.9344965815544128|-0.9644126296043396,Canonical,,(play_game charlie soccer),0.9402364492416382,0.9402364492416382,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,train,charlie plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9095513224601746,-0.9782552123069763|-0.9503155946731567|-0.8000831604003906,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8054855465888977,0.9668991565704346|0.7550182938575745|0.8054855465888977,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|soccer|badly,
Word,word_group,train,charlie plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.7932715813318888,-0.7716110348701477|-0.9632283449172974|-0.6449753642082214,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6103712320327759,0.9320458769798279|0.6036391258239746|0.6103712320327759,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|soccer|well,
Word,word_group,train,football is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9119397600491842,-0.9962975382804871|-0.9502804279327393|-0.7892413139343262,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8013423085212708,0.960678219795227|0.7470951676368713|0.8013423085212708,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|boy,
Word,word_group,train,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9859046339988708,-0.9858906865119934|-0.9859185814857483,Canonical,,(play_game charlie soccer),0.9539651870727539,0.9539651870727539,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,train,football is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.811193565527598,-0.6593980193138123|-0.9530216455459595|-0.8211610317230225,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6754781007766724,0.9096198081970215|0.6821378469467163|0.6754781007766724,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|boy,
Word,word_group,train,soccer is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9115098118782043,-0.9962866306304932|-0.9500308036804199|-0.7882120013237,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8008874654769897,0.9605307579040527|0.7465883493423462|0.8008874654769897,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|charlie,
Word,word_group,train,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9854540228843689,-0.9852201342582703|-0.9856879115104675,Canonical,,(play_game charlie soccer),0.9541046619415283,0.9541046619415283,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
